"layers: 5, Hidden: 18","layers: 6, Hidden: 19","layers: 4, Hidden: 10","layers: 4, Hidden: 11","layers: 9, Hidden: 20","layers: 10, Hidden: 21","layers: 8, Hidden: 17","layers: 9, Hidden: 17","layers: 5, Hidden: 4","layers: 6, Hidden: 4"
tensor(1.0204),tensor(0.9747),tensor(2.2958),tensor(1.3853),tensor(1.4127),tensor(0.7517),tensor(1.3007),tensor(0.5181),tensor(2.9727),tensor(0.7009)
tensor(1.0082),tensor(0.9635),tensor(2.2814),tensor(1.3748),tensor(1.3967),tensor(0.7414),tensor(1.2861),tensor(0.5144),tensor(2.9641),tensor(0.6985)
tensor(0.9962),tensor(0.9524),tensor(2.2669),tensor(1.3643),tensor(1.3809),tensor(0.7314),tensor(1.2716),tensor(0.5108),tensor(2.9555),tensor(0.6962)
tensor(0.9843),tensor(0.9415),tensor(2.2526),tensor(1.3540),tensor(1.3652),tensor(0.7215),tensor(1.2573),tensor(0.5073),tensor(2.9469),tensor(0.6938)
tensor(0.9725),tensor(0.9307),tensor(2.2383),tensor(1.3437),tensor(1.3497),tensor(0.7119),tensor(1.2432),tensor(0.5039),tensor(2.9383),tensor(0.6915)
tensor(0.9609),tensor(0.9200),tensor(2.2241),tensor(1.3335),tensor(1.3343),tensor(0.7024),tensor(1.2292),tensor(0.5007),tensor(2.9298),tensor(0.6892)
tensor(0.9495),tensor(0.9095),tensor(2.2099),tensor(1.3233),tensor(1.3191),tensor(0.6931),tensor(1.2154),tensor(0.4975),tensor(2.9213),tensor(0.6869)
tensor(0.9382),tensor(0.8991),tensor(2.1958),tensor(1.3133),tensor(1.3040),tensor(0.6840),tensor(1.2018),tensor(0.4946),tensor(2.9128),tensor(0.6846)
tensor(0.9270),tensor(0.8889),tensor(2.1818),tensor(1.3033),tensor(1.2891),tensor(0.6750),tensor(1.1883),tensor(0.4917),tensor(2.9043),tensor(0.6824)
tensor(0.9160),tensor(0.8788),tensor(2.1679),tensor(1.2934),tensor(1.2743),tensor(0.6663),tensor(1.1749),tensor(0.4890),tensor(2.8959),tensor(0.6801)
tensor(0.9051),tensor(0.8689),tensor(2.1540),tensor(1.2836),tensor(1.2597),tensor(0.6578),tensor(1.1618),tensor(0.4864),tensor(2.8874),tensor(0.6779)
tensor(0.8945),tensor(0.8591),tensor(2.1402),tensor(1.2738),tensor(1.2452),tensor(0.6495),tensor(1.1488),tensor(0.4839),tensor(2.8790),tensor(0.6756)
tensor(0.8839),tensor(0.8494),tensor(2.1265),tensor(1.2642),tensor(1.2308),tensor(0.6413),tensor(1.1359),tensor(0.4816),tensor(2.8706),tensor(0.6734)
tensor(0.8735),tensor(0.8399),tensor(2.1128),tensor(1.2546),tensor(1.2167),tensor(0.6334),tensor(1.1233),tensor(0.4794),tensor(2.8622),tensor(0.6712)
tensor(0.8633),tensor(0.8305),tensor(2.0993),tensor(1.2451),tensor(1.2026),tensor(0.6257),tensor(1.1107),tensor(0.4773),tensor(2.8539),tensor(0.6690)
tensor(0.8532),tensor(0.8213),tensor(2.0858),tensor(1.2357),tensor(1.1887),tensor(0.6181),tensor(1.0984),tensor(0.4754),tensor(2.8456),tensor(0.6669)
tensor(0.8433),tensor(0.8122),tensor(2.0723),tensor(1.2264),tensor(1.1750),tensor(0.6108),tensor(1.0862),tensor(0.4736),tensor(2.8373),tensor(0.6647)
tensor(0.8335),tensor(0.8032),tensor(2.0590),tensor(1.2171),tensor(1.1614),tensor(0.6037),tensor(1.0742),tensor(0.4719),tensor(2.8290),tensor(0.6626)
tensor(0.8239),tensor(0.7944),tensor(2.0457),tensor(1.2079),tensor(1.1480),tensor(0.5967),tensor(1.0623),tensor(0.4703),tensor(2.8207),tensor(0.6604)
tensor(0.8145),tensor(0.7858),tensor(2.0324),tensor(1.1989),tensor(1.1347),tensor(0.5900),tensor(1.0506),tensor(0.4689),tensor(2.8125),tensor(0.6583)
tensor(0.8052),tensor(0.7772),tensor(2.0193),tensor(1.1899),tensor(1.1216),tensor(0.5835),tensor(1.0391),tensor(0.4676),tensor(2.8042),tensor(0.6562)
tensor(0.7960),tensor(0.7688),tensor(2.0062),tensor(1.1809),tensor(1.1086),tensor(0.5771),tensor(1.0277),tensor(0.4663),tensor(2.7960),tensor(0.6541)
tensor(0.7871),tensor(0.7606),tensor(1.9932),tensor(1.1721),tensor(1.0958),tensor(0.5710),tensor(1.0165),tensor(0.4652),tensor(2.7879),tensor(0.6520)
tensor(0.7782),tensor(0.7525),tensor(1.9803),tensor(1.1633),tensor(1.0831),tensor(0.5651),tensor(1.0055),tensor(0.4643),tensor(2.7797),tensor(0.6500)
tensor(0.7696),tensor(0.7445),tensor(1.9675),tensor(1.1547),tensor(1.0705),tensor(0.5594),tensor(0.9946),tensor(0.4634),tensor(2.7716),tensor(0.6479)
tensor(0.7610),tensor(0.7367),tensor(1.9547),tensor(1.1461),tensor(1.0581),tensor(0.5538),tensor(0.9839),tensor(0.4626),tensor(2.7635),tensor(0.6459)
tensor(0.7527),tensor(0.7290),tensor(1.9420),tensor(1.1376),tensor(1.0459),tensor(0.5485),tensor(0.9733),tensor(0.4619),tensor(2.7554),tensor(0.6439)
tensor(0.7445),tensor(0.7214),tensor(1.9293),tensor(1.1291),tensor(1.0338),tensor(0.5433),tensor(0.9629),tensor(0.4612),tensor(2.7473),tensor(0.6419)
tensor(0.7364),tensor(0.7140),tensor(1.9168),tensor(1.1208),tensor(1.0218),tensor(0.5384),tensor(0.9526),tensor(0.4607),tensor(2.7393),tensor(0.6399)
tensor(0.7285),tensor(0.7067),tensor(1.9043),tensor(1.1125),tensor(1.0100),tensor(0.5336),tensor(0.9425),tensor(0.4602),tensor(2.7313),tensor(0.6379)
tensor(0.7207),tensor(0.6996),tensor(1.8919),tensor(1.1043),tensor(0.9983),tensor(0.5290),tensor(0.9326),tensor(0.4599),tensor(2.7233),tensor(0.6360)
tensor(0.7131),tensor(0.6926),tensor(1.8795),tensor(1.0962),tensor(0.9868),tensor(0.5247),tensor(0.9228),tensor(0.4595),tensor(2.7153),tensor(0.6340)
tensor(0.7057),tensor(0.6857),tensor(1.8673),tensor(1.0882),tensor(0.9754),tensor(0.5204),tensor(0.9131),tensor(0.4593),tensor(2.7074),tensor(0.6321)
tensor(0.6983),tensor(0.6789),tensor(1.8551),tensor(1.0803),tensor(0.9641),tensor(0.5164),tensor(0.9036),tensor(0.4590),tensor(2.6994),tensor(0.6302)
tensor(0.6912),tensor(0.6723),tensor(1.8430),tensor(1.0724),tensor(0.9530),tensor(0.5126),tensor(0.8943),tensor(0.4589),tensor(2.6915),tensor(0.6283)
tensor(0.6841),tensor(0.6658),tensor(1.8309),tensor(1.0646),tensor(0.9420),tensor(0.5089),tensor(0.8851),tensor(0.4587),tensor(2.6837),tensor(0.6264)
tensor(0.6773),tensor(0.6594),tensor(1.8189),tensor(1.0569),tensor(0.9312),tensor(0.5054),tensor(0.8760),tensor(0.4586),tensor(2.6758),tensor(0.6245)
tensor(0.6705),tensor(0.6532),tensor(1.8070),tensor(1.0492),tensor(0.9205),tensor(0.5021),tensor(0.8671),tensor(0.4586),tensor(2.6680),tensor(0.6227)
tensor(0.6639),tensor(0.6471),tensor(1.7952),tensor(1.0417),tensor(0.9099),tensor(0.4989),tensor(0.8583),tensor(0.4585),tensor(2.6602),tensor(0.6208)
tensor(0.6575),tensor(0.6411),tensor(1.7834),tensor(1.0342),tensor(0.8995),tensor(0.4959),tensor(0.8497),tensor(0.4585),tensor(2.6524),tensor(0.6190)
tensor(0.6511),tensor(0.6353),tensor(1.7717),tensor(1.0268),tensor(0.8892),tensor(0.4930),tensor(0.8412),tensor(0.4585),tensor(2.6446),tensor(0.6172)
tensor(0.6450),tensor(0.6295),tensor(1.7601),tensor(1.0195),tensor(0.8790),tensor(0.4903),tensor(0.8328),tensor(0.4585),tensor(2.6369),tensor(0.6154)
tensor(0.6389),tensor(0.6239),tensor(1.7486),tensor(1.0122),tensor(0.8690),tensor(0.4878),tensor(0.8246),tensor(0.4585),tensor(2.6292),tensor(0.6136)
tensor(0.6330),tensor(0.6184),tensor(1.7371),tensor(1.0050),tensor(0.8591),tensor(0.4854),tensor(0.8165),tensor(0.4585),tensor(2.6215),tensor(0.6118)
tensor(0.6272),tensor(0.6131),tensor(1.7257),tensor(0.9979),tensor(0.8493),tensor(0.4831),tensor(0.8086),tensor(0.4586),tensor(2.6138),tensor(0.6101)
tensor(0.6216),tensor(0.6078),tensor(1.7143),tensor(0.9909),tensor(0.8397),tensor(0.4810),tensor(0.8007),tensor(0.4586),tensor(2.6062),tensor(0.6083)
tensor(0.6161),tensor(0.6027),tensor(1.7031),tensor(0.9839),tensor(0.8302),tensor(0.4790),tensor(0.7930),tensor(0.4586),tensor(2.5986),tensor(0.6066)
tensor(0.6107),tensor(0.5977),tensor(1.6919),tensor(0.9771),tensor(0.8208),tensor(0.4771),tensor(0.7855),tensor(0.4586),tensor(2.5910),tensor(0.6049)
tensor(0.6054),tensor(0.5928),tensor(1.6807),tensor(0.9702),tensor(0.8116),tensor(0.4754),tensor(0.7780),tensor(0.4587),tensor(2.5834),tensor(0.6032)
tensor(0.6003),tensor(0.5880),tensor(1.6697),tensor(0.9635),tensor(0.8025),tensor(0.4738),tensor(0.7707),tensor(0.4587),tensor(2.5758),tensor(0.6015)
tensor(0.5953),tensor(0.5833),tensor(1.6587),tensor(0.9568),tensor(0.7935),tensor(0.4723),tensor(0.7635),tensor(0.4587),tensor(2.5683),tensor(0.5999)
tensor(0.5904),tensor(0.5788),tensor(1.6477),tensor(0.9502),tensor(0.7846),tensor(0.4709),tensor(0.7565),tensor(0.4587),tensor(2.5608),tensor(0.5982)
tensor(0.5856),tensor(0.5744),tensor(1.6369),tensor(0.9437),tensor(0.7759),tensor(0.4696),tensor(0.7495),tensor(0.4587),tensor(2.5533),tensor(0.5966)
tensor(0.5810),tensor(0.5700),tensor(1.6261),tensor(0.9372),tensor(0.7673),tensor(0.4684),tensor(0.7427),tensor(0.4587),tensor(2.5458),tensor(0.5949)
tensor(0.5764),tensor(0.5658),tensor(1.6154),tensor(0.9308),tensor(0.7588),tensor(0.4673),tensor(0.7360),tensor(0.4587),tensor(2.5384),tensor(0.5933)
tensor(0.5720),tensor(0.5617),tensor(1.6047),tensor(0.9245),tensor(0.7504),tensor(0.4663),tensor(0.7294),tensor(0.4587),tensor(2.5310),tensor(0.5917)
tensor(0.5677),tensor(0.5577),tensor(1.5941),tensor(0.9182),tensor(0.7422),tensor(0.4654),tensor(0.7229),tensor(0.4587),tensor(2.5236),tensor(0.5901)
tensor(0.5636),tensor(0.5538),tensor(1.5836),tensor(0.9120),tensor(0.7341),tensor(0.4646),tensor(0.7166),tensor(0.4587),tensor(2.5162),tensor(0.5886)
tensor(0.5595),tensor(0.5500),tensor(1.5732),tensor(0.9059),tensor(0.7261),tensor(0.4638),tensor(0.7103),tensor(0.4586),tensor(2.5089),tensor(0.5870)
tensor(0.5555),tensor(0.5464),tensor(1.5628),tensor(0.8998),tensor(0.7183),tensor(0.4631),tensor(0.7042),tensor(0.4586),tensor(2.5015),tensor(0.5855)
tensor(0.5517),tensor(0.5428),tensor(1.5524),tensor(0.8938),tensor(0.7106),tensor(0.4625),tensor(0.6982),tensor(0.4586),tensor(2.4942),tensor(0.5839)
tensor(0.5480),tensor(0.5393),tensor(1.5422),tensor(0.8879),tensor(0.7030),tensor(0.4619),tensor(0.6922),tensor(0.4586),tensor(2.4870),tensor(0.5824)
tensor(0.5443),tensor(0.5359),tensor(1.5320),tensor(0.8820),tensor(0.6955),tensor(0.4614),tensor(0.6864),tensor(0.4586),tensor(2.4797),tensor(0.5809)
tensor(0.5408),tensor(0.5326),tensor(1.5219),tensor(0.8762),tensor(0.6881),tensor(0.4610),tensor(0.6807),tensor(0.4586),tensor(2.4725),tensor(0.5794)
tensor(0.5374),tensor(0.5295),tensor(1.5118),tensor(0.8705),tensor(0.6809),tensor(0.4606),tensor(0.6751),tensor(0.4585),tensor(2.4652),tensor(0.5780)
tensor(0.5341),tensor(0.5264),tensor(1.5018),tensor(0.8648),tensor(0.6738),tensor(0.4603),tensor(0.6696),tensor(0.4585),tensor(2.4580),tensor(0.5765)
tensor(0.5308),tensor(0.5234),tensor(1.4919),tensor(0.8592),tensor(0.6668),tensor(0.4600),tensor(0.6642),tensor(0.4585),tensor(2.4509),tensor(0.5750)
tensor(0.5277),tensor(0.5205),tensor(1.4820),tensor(0.8536),tensor(0.6600),tensor(0.4597),tensor(0.6590),tensor(0.4585),tensor(2.4437),tensor(0.5736)
tensor(0.5247),tensor(0.5177),tensor(1.4722),tensor(0.8481),tensor(0.6532),tensor(0.4595),tensor(0.6538),tensor(0.4585),tensor(2.4366),tensor(0.5722)
tensor(0.5217),tensor(0.5149),tensor(1.4625),tensor(0.8427),tensor(0.6466),tensor(0.4593),tensor(0.6487),tensor(0.4585),tensor(2.4295),tensor(0.5708)
tensor(0.5189),tensor(0.5123),tensor(1.4528),tensor(0.8373),tensor(0.6401),tensor(0.4591),tensor(0.6437),tensor(0.4584),tensor(2.4224),tensor(0.5694)
tensor(0.5162),tensor(0.5098),tensor(1.4432),tensor(0.8320),tensor(0.6338),tensor(0.4589),tensor(0.6388),tensor(0.4584),tensor(2.4153),tensor(0.5680)
tensor(0.5135),tensor(0.5073),tensor(1.4336),tensor(0.8267),tensor(0.6275),tensor(0.4588),tensor(0.6340),tensor(0.4584),tensor(2.4083),tensor(0.5666)
tensor(0.5109),tensor(0.5050),tensor(1.4242),tensor(0.8215),tensor(0.6214),tensor(0.4587),tensor(0.6293),tensor(0.4584),tensor(2.4013),tensor(0.5653)
tensor(0.5084),tensor(0.5027),tensor(1.4147),tensor(0.8163),tensor(0.6154),tensor(0.4586),tensor(0.6247),tensor(0.4584),tensor(2.3943),tensor(0.5639)
tensor(0.5060),tensor(0.5005),tensor(1.4054),tensor(0.8113),tensor(0.6096),tensor(0.4586),tensor(0.6201),tensor(0.4584),tensor(2.3873),tensor(0.5626)
tensor(0.5037),tensor(0.4983),tensor(1.3961),tensor(0.8062),tensor(0.6038),tensor(0.4585),tensor(0.6157),tensor(0.4584),tensor(2.3803),tensor(0.5613)
tensor(0.5015),tensor(0.4963),tensor(1.3868),tensor(0.8012),tensor(0.5982),tensor(0.4585),tensor(0.6113),tensor(0.4584),tensor(2.3734),tensor(0.5600)
tensor(0.4993),tensor(0.4943),tensor(1.3776),tensor(0.7963),tensor(0.5927),tensor(0.4585),tensor(0.6071),tensor(0.4584),tensor(2.3665),tensor(0.5587)
tensor(0.4973),tensor(0.4924),tensor(1.3685),tensor(0.7914),tensor(0.5873),tensor(0.4584),tensor(0.6029),tensor(0.4584),tensor(2.3596),tensor(0.5574)
tensor(0.4953),tensor(0.4906),tensor(1.3595),tensor(0.7866),tensor(0.5821),tensor(0.4584),tensor(0.5988),tensor(0.4584),tensor(2.3527),tensor(0.5561)
tensor(0.4933),tensor(0.4889),tensor(1.3505),tensor(0.7819),tensor(0.5770),tensor(0.4584),tensor(0.5948),tensor(0.4584),tensor(2.3458),tensor(0.5548)
tensor(0.4915),tensor(0.4872),tensor(1.3416),tensor(0.7772),tensor(0.5720),tensor(0.4584),tensor(0.5909),tensor(0.4584),tensor(2.3390),tensor(0.5536)
tensor(0.4897),tensor(0.4856),tensor(1.3327),tensor(0.7725),tensor(0.5671),tensor(0.4584),tensor(0.5871),tensor(0.4584),tensor(2.3322),tensor(0.5524)
tensor(0.4880),tensor(0.4840),tensor(1.3239),tensor(0.7679),tensor(0.5624),tensor(0.4584),tensor(0.5833),tensor(0.4584),tensor(2.3254),tensor(0.5511)
tensor(0.4864),tensor(0.4825),tensor(1.3151),tensor(0.7633),tensor(0.5577),tensor(0.4584),tensor(0.5797),tensor(0.4584),tensor(2.3186),tensor(0.5499)
tensor(0.4848),tensor(0.4811),tensor(1.3064),tensor(0.7588),tensor(0.5532),tensor(0.4584),tensor(0.5761),tensor(0.4584),tensor(2.3119),tensor(0.5487)
tensor(0.4833),tensor(0.4798),tensor(1.2978),tensor(0.7544),tensor(0.5489),tensor(0.4584),tensor(0.5726),tensor(0.4584),tensor(2.3051),tensor(0.5475)
tensor(0.4818),tensor(0.4785),tensor(1.2892),tensor(0.7500),tensor(0.5446),tensor(0.4584),tensor(0.5691),tensor(0.4584),tensor(2.2984),tensor(0.5464)
tensor(0.4804),tensor(0.4773),tensor(1.2807),tensor(0.7457),tensor(0.5405),tensor(0.4584),tensor(0.5658),tensor(0.4584),tensor(2.2917),tensor(0.5452)
tensor(0.4791),tensor(0.4761),tensor(1.2722),tensor(0.7414),tensor(0.5365),tensor(0.4584),tensor(0.5625),tensor(0.4584),tensor(2.2851),tensor(0.5440)
tensor(0.4778),tensor(0.4750),tensor(1.2638),tensor(0.7371),tensor(0.5326),tensor(0.4584),tensor(0.5593),tensor(0.4584),tensor(2.2784),tensor(0.5429)
tensor(0.4766),tensor(0.4739),tensor(1.2555),tensor(0.7329),tensor(0.5288),tensor(0.4584),tensor(0.5562),tensor(0.4584),tensor(2.2718),tensor(0.5418)
tensor(0.4755),tensor(0.4729),tensor(1.2472),tensor(0.7288),tensor(0.5252),tensor(0.4584),tensor(0.5531),tensor(0.4584),tensor(2.2652),tensor(0.5406)
tensor(0.4744),tensor(0.4719),tensor(1.2390),tensor(0.7247),tensor(0.5216),tensor(0.4584),tensor(0.5501),tensor(0.4584),tensor(2.2586),tensor(0.5395)
tensor(0.4733),tensor(0.4710),tensor(1.2308),tensor(0.7206),tensor(0.5182),tensor(0.4584),tensor(0.5472),tensor(0.4584),tensor(2.2520),tensor(0.5384)
tensor(0.4723),tensor(0.4701),tensor(1.2227),tensor(0.7166),tensor(0.5150),tensor(0.4584),tensor(0.5443),tensor(0.4584),tensor(2.2455),tensor(0.5374)
tensor(0.4713),tensor(0.4693),tensor(1.2147),tensor(0.7126),tensor(0.5118),tensor(0.4584),tensor(0.5416),tensor(0.4584),tensor(2.2389),tensor(0.5363)
tensor(0.4704),tensor(0.4685),tensor(1.2067),tensor(0.7087),tensor(0.5087),tensor(0.4584),tensor(0.5389),tensor(0.4583),tensor(2.2324),tensor(0.5352)
tensor(0.4696),tensor(0.4678),tensor(1.1987),tensor(0.7049),tensor(0.5058),tensor(0.4584),tensor(0.5362),tensor(0.4583),tensor(2.2259),tensor(0.5342)
tensor(0.4687),tensor(0.4671),tensor(1.1909),tensor(0.7011),tensor(0.5030),tensor(0.4584),tensor(0.5336),tensor(0.4583),tensor(2.2194),tensor(0.5331)
tensor(0.4680),tensor(0.4665),tensor(1.1830),tensor(0.6973),tensor(0.5002),tensor(0.4584),tensor(0.5311),tensor(0.4583),tensor(2.2130),tensor(0.5321)
tensor(0.4672),tensor(0.4658),tensor(1.1753),tensor(0.6935),tensor(0.4976),tensor(0.4584),tensor(0.5287),tensor(0.4583),tensor(2.2065),tensor(0.5311)
tensor(0.4665),tensor(0.4653),tensor(1.1675),tensor(0.6899),tensor(0.4951),tensor(0.4584),tensor(0.5263),tensor(0.4583),tensor(2.2001),tensor(0.5301)
tensor(0.4659),tensor(0.4647),tensor(1.1599),tensor(0.6862),tensor(0.4927),tensor(0.4584),tensor(0.5239),tensor(0.4583),tensor(2.1937),tensor(0.5291)
tensor(0.4652),tensor(0.4642),tensor(1.1523),tensor(0.6826),tensor(0.4905),tensor(0.4584),tensor(0.5217),tensor(0.4583),tensor(2.1873),tensor(0.5281)
tensor(0.4646),tensor(0.4637),tensor(1.1447),tensor(0.6791),tensor(0.4883),tensor(0.4584),tensor(0.5195),tensor(0.4583),tensor(2.1810),tensor(0.5271)
tensor(0.4641),tensor(0.4633),tensor(1.1373),tensor(0.6756),tensor(0.4862),tensor(0.4584),tensor(0.5173),tensor(0.4583),tensor(2.1746),tensor(0.5261)
tensor(0.4636),tensor(0.4628),tensor(1.1298),tensor(0.6721),tensor(0.4842),tensor(0.4584),tensor(0.5152),tensor(0.4583),tensor(2.1683),tensor(0.5252)
tensor(0.4631),tensor(0.4624),tensor(1.1224),tensor(0.6687),tensor(0.4824),tensor(0.4584),tensor(0.5132),tensor(0.4583),tensor(2.1620),tensor(0.5242)
tensor(0.4626),tensor(0.4621),tensor(1.1151),tensor(0.6653),tensor(0.4806),tensor(0.4584),tensor(0.5112),tensor(0.4583),tensor(2.1557),tensor(0.5233)
tensor(0.4622),tensor(0.4617),tensor(1.1078),tensor(0.6619),tensor(0.4789),tensor(0.4584),tensor(0.5093),tensor(0.4583),tensor(2.1494),tensor(0.5224)
tensor(0.4617),tensor(0.4614),tensor(1.1006),tensor(0.6586),tensor(0.4773),tensor(0.4584),tensor(0.5074),tensor(0.4583),tensor(2.1432),tensor(0.5215)
tensor(0.4614),tensor(0.4611),tensor(1.0935),tensor(0.6554),tensor(0.4758),tensor(0.4584),tensor(0.5056),tensor(0.4583),tensor(2.1370),tensor(0.5206)
tensor(0.4610),tensor(0.4608),tensor(1.0863),tensor(0.6522),tensor(0.4744),tensor(0.4584),tensor(0.5038),tensor(0.4583),tensor(2.1307),tensor(0.5197)
tensor(0.4607),tensor(0.4606),tensor(1.0793),tensor(0.6490),tensor(0.4730),tensor(0.4584),tensor(0.5021),tensor(0.4583),tensor(2.1245),tensor(0.5188)
tensor(0.4603),tensor(0.4603),tensor(1.0723),tensor(0.6459),tensor(0.4718),tensor(0.4584),tensor(0.5005),tensor(0.4583),tensor(2.1184),tensor(0.5179)
tensor(0.4600),tensor(0.4601),tensor(1.0653),tensor(0.6428),tensor(0.4706),tensor(0.4584),tensor(0.4988),tensor(0.4583),tensor(2.1122),tensor(0.5170)
tensor(0.4598),tensor(0.4599),tensor(1.0584),tensor(0.6397),tensor(0.4695),tensor(0.4584),tensor(0.4973),tensor(0.4583),tensor(2.1061),tensor(0.5162)
tensor(0.4595),tensor(0.4597),tensor(1.0516),tensor(0.6367),tensor(0.4685),tensor(0.4584),tensor(0.4958),tensor(0.4583),tensor(2.0999),tensor(0.5153)
tensor(0.4593),tensor(0.4595),tensor(1.0448),tensor(0.6337),tensor(0.4675),tensor(0.4584),tensor(0.4943),tensor(0.4583),tensor(2.0938),tensor(0.5145)
tensor(0.4590),tensor(0.4594),tensor(1.0381),tensor(0.6308),tensor(0.4667),tensor(0.4584),tensor(0.4929),tensor(0.4583),tensor(2.0877),tensor(0.5137)
tensor(0.4588),tensor(0.4592),tensor(1.0314),tensor(0.6278),tensor(0.4658),tensor(0.4584),tensor(0.4915),tensor(0.4583),tensor(2.0817),tensor(0.5129)
tensor(0.4586),tensor(0.4591),tensor(1.0248),tensor(0.6250),tensor(0.4651),tensor(0.4584),tensor(0.4901),tensor(0.4583),tensor(2.0756),tensor(0.5120)
tensor(0.4585),tensor(0.4590),tensor(1.0182),tensor(0.6221),tensor(0.4644),tensor(0.4584),tensor(0.4889),tensor(0.4583),tensor(2.0696),tensor(0.5112)
tensor(0.4583),tensor(0.4589),tensor(1.0117),tensor(0.6194),tensor(0.4637),tensor(0.4584),tensor(0.4876),tensor(0.4583),tensor(2.0636),tensor(0.5105)
tensor(0.4581),tensor(0.4588),tensor(1.0052),tensor(0.6166),tensor(0.4631),tensor(0.4584),tensor(0.4864),tensor(0.4583),tensor(2.0576),tensor(0.5097)
tensor(0.4580),tensor(0.4587),tensor(0.9987),tensor(0.6139),tensor(0.4626),tensor(0.4584),tensor(0.4852),tensor(0.4583),tensor(2.0516),tensor(0.5089)
tensor(0.4579),tensor(0.4586),tensor(0.9924),tensor(0.6112),tensor(0.4621),tensor(0.4584),tensor(0.4841),tensor(0.4582),tensor(2.0456),tensor(0.5081)
tensor(0.4578),tensor(0.4585),tensor(0.9861),tensor(0.6085),tensor(0.4616),tensor(0.4583),tensor(0.4830),tensor(0.4582),tensor(2.0397),tensor(0.5074)
tensor(0.4576),tensor(0.4584),tensor(0.9798),tensor(0.6059),tensor(0.4612),tensor(0.4583),tensor(0.4819),tensor(0.4582),tensor(2.0337),tensor(0.5066)
tensor(0.4575),tensor(0.4584),tensor(0.9736),tensor(0.6034),tensor(0.4609),tensor(0.4583),tensor(0.4809),tensor(0.4582),tensor(2.0278),tensor(0.5059)
tensor(0.4574),tensor(0.4583),tensor(0.9674),tensor(0.6008),tensor(0.4605),tensor(0.4583),tensor(0.4799),tensor(0.4582),tensor(2.0219),tensor(0.5052)
tensor(0.4574),tensor(0.4582),tensor(0.9613),tensor(0.5983),tensor(0.4602),tensor(0.4583),tensor(0.4790),tensor(0.4582),tensor(2.0160),tensor(0.5045)
tensor(0.4573),tensor(0.4582),tensor(0.9552),tensor(0.5958),tensor(0.4599),tensor(0.4583),tensor(0.4781),tensor(0.4582),tensor(2.0102),tensor(0.5037)
tensor(0.4572),tensor(0.4582),tensor(0.9492),tensor(0.5934),tensor(0.4597),tensor(0.4583),tensor(0.4772),tensor(0.4582),tensor(2.0043),tensor(0.5030)
tensor(0.4571),tensor(0.4581),tensor(0.9432),tensor(0.5910),tensor(0.4595),tensor(0.4583),tensor(0.4763),tensor(0.4582),tensor(1.9985),tensor(0.5023)
tensor(0.4571),tensor(0.4581),tensor(0.9373),tensor(0.5886),tensor(0.4593),tensor(0.4583),tensor(0.4755),tensor(0.4582),tensor(1.9927),tensor(0.5017)
tensor(0.4570),tensor(0.4580),tensor(0.9314),tensor(0.5863),tensor(0.4591),tensor(0.4583),tensor(0.4747),tensor(0.4582),tensor(1.9869),tensor(0.5010)
tensor(0.4570),tensor(0.4580),tensor(0.9256),tensor(0.5840),tensor(0.4590),tensor(0.4583),tensor(0.4740),tensor(0.4582),tensor(1.9811),tensor(0.5003)
tensor(0.4569),tensor(0.4580),tensor(0.9198),tensor(0.5817),tensor(0.4589),tensor(0.4583),tensor(0.4733),tensor(0.4582),tensor(1.9753),tensor(0.4997)
tensor(0.4569),tensor(0.4580),tensor(0.9141),tensor(0.5794),tensor(0.4588),tensor(0.4583),tensor(0.4726),tensor(0.4582),tensor(1.9696),tensor(0.4990)
tensor(0.4569),tensor(0.4579),tensor(0.9084),tensor(0.5772),tensor(0.4587),tensor(0.4583),tensor(0.4719),tensor(0.4582),tensor(1.9638),tensor(0.4984)
tensor(0.4568),tensor(0.4579),tensor(0.9028),tensor(0.5750),tensor(0.4586),tensor(0.4583),tensor(0.4712),tensor(0.4582),tensor(1.9581),tensor(0.4977)
tensor(0.4568),tensor(0.4579),tensor(0.8972),tensor(0.5729),tensor(0.4585),tensor(0.4583),tensor(0.4706),tensor(0.4582),tensor(1.9524),tensor(0.4971)
tensor(0.4568),tensor(0.4579),tensor(0.8917),tensor(0.5708),tensor(0.4584),tensor(0.4583),tensor(0.4700),tensor(0.4582),tensor(1.9467),tensor(0.4965)
tensor(0.4567),tensor(0.4579),tensor(0.8862),tensor(0.5687),tensor(0.4584),tensor(0.4583),tensor(0.4695),tensor(0.4582),tensor(1.9411),tensor(0.4959)
tensor(0.4567),tensor(0.4579),tensor(0.8808),tensor(0.5666),tensor(0.4583),tensor(0.4583),tensor(0.4689),tensor(0.4582),tensor(1.9354),tensor(0.4953)
tensor(0.4567),tensor(0.4579),tensor(0.8754),tensor(0.5646),tensor(0.4583),tensor(0.4583),tensor(0.4684),tensor(0.4582),tensor(1.9298),tensor(0.4947)
tensor(0.4567),tensor(0.4579),tensor(0.8700),tensor(0.5626),tensor(0.4583),tensor(0.4583),tensor(0.4679),tensor(0.4582),tensor(1.9242),tensor(0.4941)
tensor(0.4567),tensor(0.4579),tensor(0.8648),tensor(0.5606),tensor(0.4583),tensor(0.4583),tensor(0.4674),tensor(0.4582),tensor(1.9186),tensor(0.4935)
tensor(0.4567),tensor(0.4578),tensor(0.8595),tensor(0.5587),tensor(0.4582),tensor(0.4583),tensor(0.4670),tensor(0.4582),tensor(1.9130),tensor(0.4929)
