"layers: 5, Hidden: 18","layers: 6, Hidden: 19","layers: 4, Hidden: 10","layers: 4, Hidden: 11","layers: 9, Hidden: 20","layers: 10, Hidden: 21","layers: 8, Hidden: 17","layers: 9, Hidden: 17","layers: 5, Hidden: 4","layers: 6, Hidden: 4"
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3236),tensor(0.4571),tensor(0.2497),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3229),tensor(0.4571),tensor(0.2490),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3221),tensor(0.4571),tensor(0.2483),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3214),tensor(0.4571),tensor(0.2476),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3206),tensor(0.4571),tensor(0.2469),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3200),tensor(0.4570),tensor(0.2462),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3192),tensor(0.4570),tensor(0.2455),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3186),tensor(0.4570),tensor(0.2448),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3179),tensor(0.4570),tensor(0.2441),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3172),tensor(0.4570),tensor(0.2434),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3166),tensor(0.4570),tensor(0.2427),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3159),tensor(0.4570),tensor(0.2420),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3152),tensor(0.4570),tensor(0.2413),tensor(0.4570),tensor(0.4579)
tensor(0.4562),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3146),tensor(0.4570),tensor(0.2406),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3140),tensor(0.4570),tensor(0.2399),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3134),tensor(0.4570),tensor(0.2392),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3128),tensor(0.4570),tensor(0.2385),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3121),tensor(0.4570),tensor(0.2378),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3116),tensor(0.4570),tensor(0.2371),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3110),tensor(0.4570),tensor(0.2364),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3104),tensor(0.4570),tensor(0.2357),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3098),tensor(0.4570),tensor(0.2350),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3092),tensor(0.4570),tensor(0.2343),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3087),tensor(0.4570),tensor(0.2336),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3081),tensor(0.4570),tensor(0.2330),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3076),tensor(0.4570),tensor(0.2323),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3070),tensor(0.4570),tensor(0.2316),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3064),tensor(0.4570),tensor(0.2309),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3059),tensor(0.4570),tensor(0.2302),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3053),tensor(0.4570),tensor(0.2295),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3048),tensor(0.4570),tensor(0.2289),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3042),tensor(0.4570),tensor(0.2282),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3037),tensor(0.4570),tensor(0.2275),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3031),tensor(0.4570),tensor(0.2268),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3025),tensor(0.4570),tensor(0.2262),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3020),tensor(0.4570),tensor(0.2255),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3014),tensor(0.4570),tensor(0.2249),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3008),tensor(0.4570),tensor(0.2242),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.3002),tensor(0.4570),tensor(0.2236),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2997),tensor(0.4570),tensor(0.2230),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2991),tensor(0.4570),tensor(0.2223),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2985),tensor(0.4570),tensor(0.2216),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2979),tensor(0.4570),tensor(0.2209),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2973),tensor(0.4570),tensor(0.2203),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2967),tensor(0.4570),tensor(0.2197),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2960),tensor(0.4570),tensor(0.2191),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2954),tensor(0.4570),tensor(0.2184),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2948),tensor(0.4570),tensor(0.2178),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4568),tensor(0.4560),tensor(0.2941),tensor(0.4570),tensor(0.2172),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2935),tensor(0.4570),tensor(0.2166),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2928),tensor(0.4570),tensor(0.2159),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2922),tensor(0.4570),tensor(0.2153),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2915),tensor(0.4570),tensor(0.2147),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2909),tensor(0.4570),tensor(0.2141),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2902),tensor(0.4570),tensor(0.2135),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2895),tensor(0.4570),tensor(0.2129),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2889),tensor(0.4570),tensor(0.2123),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2882),tensor(0.4570),tensor(0.2117),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2875),tensor(0.4570),tensor(0.2111),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2867),tensor(0.4570),tensor(0.2105),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2860),tensor(0.4570),tensor(0.2099),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2852),tensor(0.4570),tensor(0.2093),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2845),tensor(0.4570),tensor(0.2087),tensor(0.4570),tensor(0.4579)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2838),tensor(0.4570),tensor(0.2081),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2831),tensor(0.4570),tensor(0.2076),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2823),tensor(0.4570),tensor(0.2070),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2815),tensor(0.4570),tensor(0.2064),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2808),tensor(0.4570),tensor(0.2058),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2800),tensor(0.4570),tensor(0.2052),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2793),tensor(0.4570),tensor(0.2047),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4560),tensor(0.2785),tensor(0.4570),tensor(0.2041),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2777),tensor(0.4570),tensor(0.2036),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2769),tensor(0.4570),tensor(0.2030),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2761),tensor(0.4570),tensor(0.2025),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2752),tensor(0.4570),tensor(0.2019),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2744),tensor(0.4570),tensor(0.2014),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2736),tensor(0.4570),tensor(0.2008),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2728),tensor(0.4570),tensor(0.2003),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4573),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2719),tensor(0.4570),tensor(0.1998),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2711),tensor(0.4570),tensor(0.1993),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2702),tensor(0.4570),tensor(0.1988),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2693),tensor(0.4570),tensor(0.1983),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2684),tensor(0.4570),tensor(0.1978),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2676),tensor(0.4570),tensor(0.1973),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2667),tensor(0.4570),tensor(0.1968),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2658),tensor(0.4570),tensor(0.1963),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2649),tensor(0.4570),tensor(0.1958),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2640),tensor(0.4570),tensor(0.1954),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2631),tensor(0.4570),tensor(0.1949),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2622),tensor(0.4570),tensor(0.1945),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2613),tensor(0.4570),tensor(0.1941),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2604),tensor(0.4570),tensor(0.1937),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2594),tensor(0.4570),tensor(0.1933),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2584),tensor(0.4570),tensor(0.1928),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2575),tensor(0.4570),tensor(0.1924),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2565),tensor(0.4570),tensor(0.1920),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2556),tensor(0.4570),tensor(0.1916),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2547),tensor(0.4570),tensor(0.1913),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2537),tensor(0.4570),tensor(0.1909),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2528),tensor(0.4570),tensor(0.1906),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2519),tensor(0.4570),tensor(0.1902),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2509),tensor(0.4570),tensor(0.1899),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2499),tensor(0.4570),tensor(0.1896),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2490),tensor(0.4570),tensor(0.1893),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2480),tensor(0.4570),tensor(0.1890),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2470),tensor(0.4570),tensor(0.1887),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2461),tensor(0.4570),tensor(0.1884),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2451),tensor(0.4570),tensor(0.1881),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2442),tensor(0.4570),tensor(0.1878),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2433),tensor(0.4570),tensor(0.1876),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2424),tensor(0.4570),tensor(0.1873),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2415),tensor(0.4570),tensor(0.1871),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2406),tensor(0.4570),tensor(0.1869),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2397),tensor(0.4570),tensor(0.1867),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2388),tensor(0.4570),tensor(0.1865),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2379),tensor(0.4570),tensor(0.1863),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2369),tensor(0.4570),tensor(0.1860),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2360),tensor(0.4570),tensor(0.1858),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2352),tensor(0.4570),tensor(0.1856),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2343),tensor(0.4570),tensor(0.1854),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2335),tensor(0.4570),tensor(0.1853),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2327),tensor(0.4570),tensor(0.1851),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2319),tensor(0.4570),tensor(0.1850),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2311),tensor(0.4570),tensor(0.1848),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4561),tensor(0.4567),tensor(0.4559),tensor(0.2303),tensor(0.4570),tensor(0.1847),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2295),tensor(0.4570),tensor(0.1845),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2287),tensor(0.4570),tensor(0.1843),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2279),tensor(0.4570),tensor(0.1842),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2272),tensor(0.4570),tensor(0.1840),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2265),tensor(0.4570),tensor(0.1839),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2258),tensor(0.4570),tensor(0.1837),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2252),tensor(0.4570),tensor(0.1836),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2245),tensor(0.4570),tensor(0.1835),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2239),tensor(0.4570),tensor(0.1833),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2233),tensor(0.4570),tensor(0.1832),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2226),tensor(0.4570),tensor(0.1831),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2220),tensor(0.4570),tensor(0.1830),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2214),tensor(0.4570),tensor(0.1829),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2208),tensor(0.4570),tensor(0.1827),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2202),tensor(0.4570),tensor(0.1826),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2196),tensor(0.4570),tensor(0.1825),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2191),tensor(0.4570),tensor(0.1824),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2186),tensor(0.4570),tensor(0.1823),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2181),tensor(0.4569),tensor(0.1821),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2177),tensor(0.4569),tensor(0.1820),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2172),tensor(0.4569),tensor(0.1819),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2167),tensor(0.4569),tensor(0.1818),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2163),tensor(0.4569),tensor(0.1816),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2158),tensor(0.4569),tensor(0.1815),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2153),tensor(0.4569),tensor(0.1814),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2149),tensor(0.4569),tensor(0.1813),tensor(0.4570),tensor(0.4578)
tensor(0.4561),tensor(0.4572),tensor(0.4560),tensor(0.4567),tensor(0.4559),tensor(0.2144),tensor(0.4569),tensor(0.1812),tensor(0.4570),tensor(0.4578)
